timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-13 23:38:27,1,1000,1000,30,1000,0,0.0000,33.33,33.33,67.2,172.5,275.7,9.2,7.3,4.0,55.3,0.02,0.06,0.01,22.90
2025-09-13 23:39:08,2,2000,1000,30,2000,0,0.0000,66.67,66.67,66.9,85.2,208.7,9.2,7.3,4.0,55.3,0.02,0.06,0.01,22.90
2025-09-13 23:39:46,3,3000,1000,30,3000,0,0.0000,100.00,100.00,66.5,108.1,253.0,9.2,7.3,4.0,55.3,0.02,0.06,0.01,22.90
2025-09-13 23:40:28,4,4000,1000,30,4000,0,0.0000,133.33,133.33,67.5,89.8,229.0,237.0,12.9,11.4,55.8,0.20,0.11,0.03,22.90
2025-09-13 23:41:07,5,5000,1000,30,5000,0,0.0000,166.67,166.67,67.7,91.6,381.8,237.0,12.9,11.4,55.8,0.20,0.11,0.03,22.90
2025-09-13 23:41:47,6,6000,1000,30,6000,0,0.0000,200.00,200.00,67.7,81.7,338.4,237.0,12.9,11.4,55.8,0.20,0.11,0.03,22.90
2025-09-13 23:42:27,7,7000,1000,30,7000,0,0.0000,233.33,233.33,68.2,100.5,373.8,473.7,63.7,18.2,56.2,0.74,0.29,0.10,22.90
2025-09-13 23:43:05,8,8000,1000,30,8000,0,0.0000,266.67,266.67,68.5,121.2,536.1,473.7,63.7,18.2,56.2,0.74,0.29,0.10,22.90
2025-09-13 23:43:44,9,9000,1000,30,9000,0,0.0000,300.00,300.00,69.2,103.8,407.5,473.7,63.7,18.2,56.2,0.74,0.29,0.10,22.90
2025-09-13 23:44:25,10,10000,1000,30,9120,880,0.0880,333.33,304.00,7658.7,11018.4,30830.6,946.3,164.2,23.6,56.8,1.46,0.56,0.21,22.90
2025-09-13 23:45:26,11,11000,1000,30,7596,3404,0.3095,366.67,253.20,24605.4,30806.2,30997.6,946.3,164.2,23.6,56.8,1.46,0.56,0.21,22.90
2025-09-13 23:46:06,12,12000,1000,30,11177,823,0.0686,400.00,372.57,77.8,1336.9,22942.9,946.3,164.2,21.2,56.8,1.46,0.71,0.31,22.90
2025-09-13 23:46:46,13,13000,1000,30,12222,778,0.0598,433.33,407.40,91.0,1666.8,24746.1,1631.8,309.1,21.2,57.0,0.80,0.71,0.31,22.90
2025-09-13 23:47:28,14,14000,1000,30,13651,349,0.0249,466.67,455.03,81.1,183.0,29252.2,1631.8,309.1,21.2,57.0,0.80,0.71,0.31,22.90
2025-09-13 23:48:09,15,15000,1000,30,14636,364,0.0243,500.00,487.87,156.7,348.1,30497.2,1631.8,309.1,28.9,57.2,2.46,1.30,0.57,22.90
2025-09-13 23:48:59,16,16000,1000,30,15521,479,0.0299,533.33,517.37,121.2,393.8,30440.4,2226.8,474.6,28.9,57.2,2.46,1.30,0.57,22.90
2025-09-13 23:49:42,17,17000,1000,30,16485,515,0.0303,566.67,549.50,111.3,344.5,30295.5,2226.8,474.6,28.9,57.2,2.46,1.30,0.57,22.90
2025-09-13 23:50:48,18,18000,1000,30,5416,12584,0.6991,600.00,180.53,30265.7,30885.1,31014.9,3170.8,672.4,39.6,57.0,2.72,1.84,0.86,22.90
2025-09-13 23:51:28,19,19000,1000,30,18495,505,0.0266,633.33,616.50,169.6,447.4,30249.3,3170.8,672.4,39.6,57.0,2.72,1.84,0.86,22.90
2025-09-13 23:52:10,20,20000,1000,30,19490,510,0.0255,666.67,649.67,161.2,424.0,30178.6,3170.8,698.1,20.2,57.1,1.94,1.89,1.00,22.90
