timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-14 02:08:57,1,1000,1000,30,1000,0,0.0000,33.33,33.33,66.1,75.3,166.7,0.7,0.5,0.7,54.7,0.00,0.01,0.36,22.93
2025-09-14 02:09:35,2,2000,1000,30,2000,0,0.0000,66.67,66.67,65.9,80.1,162.5,0.7,0.5,0.7,54.7,0.00,0.01,0.36,22.93
2025-09-14 02:10:13,3,3000,1000,30,3000,0,0.0000,100.00,100.00,65.7,74.3,170.0,222.3,6.3,3.5,57.1,0.24,0.05,0.33,22.93
2025-09-14 02:10:50,4,4000,1000,30,4000,0,0.0000,133.33,133.33,65.8,75.5,184.4,222.3,6.3,3.5,57.1,0.24,0.05,0.33,22.93
2025-09-14 02:11:29,5,5000,1000,30,5000,0,0.0000,166.67,166.67,66.0,74.1,195.0,222.3,6.3,3.5,57.1,0.24,0.05,0.33,22.93
2025-09-14 02:12:07,6,6000,1000,30,6000,0,0.0000,200.00,200.00,66.3,77.3,226.5,222.3,56.3,8.3,57.4,0.49,0.16,0.34,22.93
2025-09-14 02:12:45,7,7000,1000,30,7000,0,0.0000,233.33,233.33,66.4,86.0,263.0,455.4,56.3,8.3,57.4,0.49,0.16,0.34,22.93
2025-09-14 02:13:22,8,8000,1000,30,8000,0,0.0000,266.67,266.67,67.0,102.6,231.5,455.4,56.3,8.3,57.4,0.49,0.16,0.34,22.93
2025-09-14 02:14:03,9,9000,1000,30,8988,12,0.0013,300.00,299.60,67.4,100.6,275.1,455.4,56.3,12.6,57.4,0.49,0.16,0.35,22.93
2025-09-14 02:15:04,10,10000,1000,30,9552,448,0.0448,333.33,318.40,67.9,91.4,30705.7,965.0,166.1,12.6,54.9,0.34,0.26,0.35,22.93
2025-09-14 02:15:42,11,11000,1000,30,10139,861,0.0783,366.67,337.97,6684.8,12925.0,30786.4,965.0,166.1,12.6,54.9,0.34,0.26,0.35,22.93
2025-09-14 02:16:20,12,12000,1000,30,11177,823,0.0686,400.00,372.57,3189.6,9942.2,21688.2,1602.4,301.6,11.1,53.9,0.16,0.22,0.33,22.93
2025-09-14 02:16:59,13,13000,1000,30,12220,780,0.0600,433.33,407.33,3712.2,10385.2,21926.8,1602.4,301.6,11.1,53.9,0.16,0.22,0.33,22.93
2025-09-14 02:17:37,14,14000,1000,30,13266,734,0.0524,466.67,442.20,5986.1,12187.0,25824.5,1602.4,301.6,11.1,53.9,0.16,0.22,0.33,22.93
2025-09-14 02:18:17,15,15000,1000,30,14331,669,0.0446,500.00,477.70,2357.8,6857.5,28901.3,2238.7,464.0,15.6,54.2,1.20,0.73,0.50,22.93
2025-09-14 02:18:56,16,16000,1000,30,15355,645,0.0403,533.33,511.83,3477.6,8836.0,30416.9,2238.7,464.0,15.6,54.2,1.20,0.73,0.50,22.93
2025-09-14 02:19:35,17,17000,1000,30,16404,596,0.0351,566.67,546.80,1477.9,7254.2,30759.4,2238.7,464.0,15.6,54.2,1.20,0.73,0.50,22.93
2025-09-14 02:20:36,18,18000,1000,30,14961,3039,0.1688,600.00,498.70,24483.4,30255.4,30944.5,3278.0,664.8,21.6,59.2,0.95,1.01,0.65,22.93
2025-09-14 02:21:39,19,19000,1000,30,17459,1541,0.0811,633.33,581.97,11588.3,16295.0,30993.8,3278.0,664.8,21.6,59.2,0.95,1.01,0.65,22.93
2025-09-14 02:22:39,20,20000,1000,30,17438,2562,0.1281,666.67,581.27,16897.6,22385.0,30910.5,3858.4,773.7,22.8,54.1,2.08,1.19,0.75,22.93
2025-09-14 02:23:30,21,21000,1000,30,20285,715,0.0340,700.00,676.17,119.1,443.5,30235.8,3858.4,773.7,22.8,54.1,2.08,1.19,0.75,22.93
2025-09-14 02:24:08,22,22000,1000,30,21309,691,0.0314,733.33,710.30,131.8,445.4,30348.7,4206.5,845.2,21.8,57.4,4.91,2.24,1.17,22.93
2025-09-14 02:24:49,23,23000,1000,30,22356,644,0.0280,766.67,745.20,134.1,434.1,30536.5,4206.5,845.2,21.8,57.4,4.91,2.24,1.17,22.93
2025-09-14 02:25:28,24,24000,1000,30,23403,597,0.0249,800.00,780.10,180.9,502.9,30879.2,4206.5,845.2,21.8,57.4,4.91,2.24,1.17,22.93
2025-09-14 02:26:24,25,25000,1000,30,23300,1700,0.0680,833.33,776.67,13122.0,15118.9,30781.2,5086.9,1043.0,26.2,58.9,3.72,2.44,1.36,22.93
2025-09-14 02:27:25,26,26000,1000,30,24636,1364,0.0525,866.67,821.20,12410.8,15941.2,30845.8,5086.9,1043.0,26.2,58.9,3.72,2.44,1.36,22.93
2025-09-14 02:28:15,27,27000,1000,30,25438,1562,0.0579,900.00,847.93,15066.0,17548.1,30764.9,5061.3,1034.2,23.0,57.6,3.56,2.83,1.64,22.93
2025-09-14 02:29:16,28,28000,1000,30,25852,2148,0.0767,933.33,861.73,21295.6,26268.4,30875.8,5061.3,1034.2,23.0,57.6,3.56,2.83,1.64,22.93
2025-09-14 02:30:21,29,29000,1000,30,27972,1028,0.0354,966.67,932.40,348.0,5854.5,30606.3,5850.3,1185.1,23.1,57.6,2.45,2.64,1.71,22.93
2025-09-14 02:31:19,30,30000,1000,30,28811,1189,0.0396,1000.00,960.37,11374.1,12695.3,30887.2,5850.3,1185.1,23.1,57.6,2.45,2.64,1.71,22.93
