timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-14 13:07:58,1,15000,5000,30,14781,219,0.0146,500.00,492.70,99.7,288.6,30121.4,590.8,84.9,1.0,58.8,0.27,0.47,0.44,22.87
2025-09-14 13:08:37,2,15000,5000,30,14873,127,0.0085,500.00,495.77,94.3,367.9,1738.8,787.6,113.0,8.3,58.6,0.38,0.43,0.43,22.87
2025-09-14 13:09:39,3,15000,5000,30,942,14058,0.9372,500.00,31.40,30532.2,30948.6,31032.2,787.6,113.0,8.3,58.6,0.38,0.43,0.43,22.87
2025-09-14 13:10:19,4,15000,5000,30,14982,18,0.0012,500.00,499.40,84.4,275.1,506.4,2678.4,410.5,16.4,58.3,1.58,0.98,0.63,22.87
2025-09-14 13:11:01,5,15000,5000,30,14769,231,0.0154,500.00,492.30,81.1,199.8,30373.0,2678.4,410.5,16.4,58.3,1.58,0.98,0.63,22.87
2025-09-14 13:11:41,6,15000,5000,30,14735,265,0.0177,500.00,491.17,87.2,212.3,30172.5,2678.4,410.5,16.4,58.3,1.58,0.98,0.63,22.87
2025-09-14 13:12:44,7,15000,5000,30,3283,11717,0.7811,500.00,109.43,30349.3,30905.0,31028.6,2644.7,462.2,20.5,60.4,0.65,0.80,0.61,22.87
2025-09-14 13:13:26,8,15000,5000,30,12912,2088,0.1392,500.00,430.40,94.9,30445.0,30906.1,2644.7,462.2,20.5,60.4,0.65,0.80,0.61,22.87
2025-09-14 13:14:05,9,15000,5000,30,14933,67,0.0045,500.00,497.77,96.7,253.6,533.3,2644.7,462.2,15.6,60.4,1.56,0.98,0.69,22.87
2025-09-14 13:14:44,10,15000,5000,30,14756,244,0.0163,500.00,491.87,84.6,262.4,30231.3,3771.6,700.8,15.6,54.9,1.56,0.98,0.69,22.87
2025-09-14 13:15:24,11,15000,5000,30,14801,199,0.0133,500.00,493.37,89.9,233.0,30396.3,3771.6,700.8,15.6,54.9,1.56,0.98,0.69,22.87
2025-09-14 13:16:29,12,15000,5000,30,9751,5249,0.3499,500.00,325.03,6145.0,30816.2,30996.3,3934.3,764.6,25.8,57.2,1.59,1.07,0.75,22.87
2025-09-14 13:17:24,13,15000,5000,30,9736,5264,0.3509,500.00,324.53,82.7,30373.3,30949.9,3934.3,764.6,25.8,57.2,1.59,1.07,0.75,22.87
2025-09-14 13:18:03,14,15000,5000,30,11698,3302,0.2201,500.00,389.93,100.1,7991.8,8100.1,3934.3,764.6,12.1,57.2,1.59,1.07,0.75,22.87
2025-09-14 13:18:43,15,15000,5000,30,14929,71,0.0047,500.00,497.63,83.0,205.2,594.8,3249.6,697.0,12.1,54.8,1.09,1.02,0.77,22.87
2025-09-14 13:19:22,16,15000,5000,30,14778,222,0.0148,500.00,492.60,81.0,211.2,30445.6,3249.6,697.0,12.1,54.8,1.09,1.02,0.77,22.87
2025-09-14 13:20:01,17,15000,5000,30,14776,224,0.0149,500.00,492.53,81.5,214.8,30626.0,3249.6,697.0,23.2,54.8,1.09,1.02,0.77,22.87
2025-09-14 13:20:53,18,15000,5000,30,10043,4957,0.3305,500.00,334.77,5078.5,30662.4,30991.2,3518.7,752.5,23.2,56.3,0.98,0.97,0.77,22.87
2025-09-14 13:21:55,19,15000,5000,30,11412,3588,0.2392,500.00,380.40,71.9,30580.3,30968.0,3518.7,752.5,23.2,56.3,0.98,0.97,0.77,22.87
2025-09-14 13:22:34,20,15000,5000,30,9766,5234,0.3489,500.00,325.53,130.4,11198.5,11331.7,3699.2,790.5,20.8,54.6,0.98,0.99,0.80,22.87
2025-09-14 13:23:15,21,15000,5000,30,14895,105,0.0070,500.00,496.50,85.6,228.5,401.4,3699.2,790.5,20.8,54.6,0.98,0.99,0.80,22.87
2025-09-14 13:23:53,22,15000,5000,30,14779,221,0.0147,500.00,492.63,86.3,200.8,30094.5,3699.2,790.5,20.8,54.6,0.98,0.99,0.80,22.87
2025-09-14 13:24:33,23,15000,5000,30,14784,216,0.0144,500.00,492.80,85.9,207.4,30094.0,3484.6,741.2,15.3,55.5,1.53,1.09,0.85,22.87
2025-09-14 13:25:37,24,15000,5000,30,10053,4947,0.3298,500.00,335.10,79.1,30725.0,30975.6,3484.6,741.2,15.3,55.5,1.53,1.09,0.85,22.87
2025-09-14 13:26:32,25,15000,5000,30,11787,3213,0.2142,500.00,392.90,72.5,10162.8,30760.3,3802.2,812.6,23.9,59.9,0.98,1.00,0.84,22.87
2025-09-14 13:27:12,26,15000,5000,30,9380,5620,0.3747,500.00,312.67,124.1,10153.9,10288.8,3802.2,812.6,23.9,59.9,0.98,1.00,0.84,22.87
2025-09-14 13:27:50,27,15000,5000,30,14929,71,0.0047,500.00,497.63,89.6,225.9,415.4,3802.2,812.6,23.9,59.9,0.98,1.00,0.84,22.87
2025-09-14 13:28:31,28,15000,5000,30,14767,233,0.0155,500.00,492.23,80.5,208.7,29769.8,3503.9,747.9,11.1,55.8,1.51,1.07,0.88,22.87
2025-09-14 13:29:10,29,15000,5000,30,14842,158,0.0105,500.00,494.73,83.2,231.0,30763.6,3503.9,747.9,11.1,55.8,1.51,1.07,0.88,22.87
2025-09-14 13:30:14,30,15000,5000,30,10237,4763,0.3175,500.00,341.23,77.1,30621.6,30978.8,3672.9,787.8,24.3,57.2,0.55,0.85,0.82,22.87
