timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-14 14:09:57,1,25000,5000,30,25000,0,0.0000,833.33,833.33,261.5,591.0,1321.9,2573.3,546.5,0.8,55.8,0.07,1.05,1.31,22.87
2025-09-14 14:11:01,2,25000,5000,30,23517,1483,0.0593,833.33,783.90,206.8,568.2,30829.0,1057.4,223.8,0.9,55.3,0.01,0.70,1.15,22.87
2025-09-14 14:12:05,3,25000,5000,30,11170,13830,0.5532,833.33,372.33,30145.9,30786.6,31027.7,1057.4,223.8,25.3,55.3,3.88,2.35,1.72,22.87
2025-09-14 14:13:13,4,25000,5000,30,9219,15781,0.6312,833.33,307.30,30243.4,30948.5,31051.0,1624.1,308.0,25.3,67.4,3.88,2.35,1.72,22.87
2025-09-14 14:14:18,5,25000,5000,30,9862,15138,0.6055,833.33,328.73,30225.1,30862.7,31019.6,2213.6,420.6,15.0,70.8,1.13,1.84,1.61,22.87
2025-09-14 14:15:23,6,25000,5000,30,10395,14605,0.5842,833.33,346.50,30219.5,30864.9,31030.7,2213.6,420.6,15.0,70.8,1.13,1.84,1.61,22.87
2025-09-14 14:16:32,7,25000,5000,30,10646,14354,0.5742,833.33,354.87,30179.8,30860.6,31033.3,2823.5,556.1,12.6,65.8,1.78,1.71,1.58,22.87
2025-09-14 14:17:38,8,25000,5000,30,10833,14167,0.5667,833.33,361.10,30161.3,30856.6,31028.3,2823.5,556.1,12.6,65.8,1.78,1.71,1.58,22.87
2025-09-14 14:18:43,9,25000,5000,30,9089,15911,0.6364,833.33,302.97,30270.1,30880.1,31033.5,3431.7,690.4,8.8,69.0,0.99,1.47,1.50,22.87
2025-09-14 14:19:50,10,25000,5000,30,13436,11564,0.4626,833.33,447.87,23405.2,30769.5,31010.4,3431.7,690.4,8.8,69.0,0.99,1.47,1.50,22.87
2025-09-14 14:20:53,11,25000,5000,30,15079,9921,0.3968,833.33,502.63,14100.4,30808.6,31014.0,2536.4,540.8,12.2,61.7,0.46,1.24,1.42,22.87
2025-09-14 14:21:40,12,25000,5000,30,20778,4222,0.1689,833.33,692.60,203.4,30615.3,30966.2,2536.4,540.8,12.2,61.7,0.46,1.24,1.42,22.87
2025-09-14 14:22:20,13,25000,5000,30,24619,381,0.0152,833.33,820.63,220.3,599.1,20893.7,3078.3,666.3,21.4,56.3,1.84,1.29,1.41,22.87
2025-09-14 14:23:27,14,25000,5000,30,15693,9307,0.3723,833.33,523.10,11959.2,30753.3,31000.4,3078.3,666.3,21.4,56.3,1.84,1.29,1.41,22.87
2025-09-14 14:24:11,15,25000,5000,30,20202,4798,0.1919,833.33,673.40,355.8,30646.8,31025.8,3790.4,809.5,26.5,56.3,1.19,1.34,1.42,22.87
2025-09-14 14:24:51,16,25000,5000,30,24982,18,0.0007,833.33,832.73,300.1,621.0,1629.3,3790.4,809.5,26.5,56.3,1.19,1.34,1.42,22.87
2025-09-14 14:25:56,17,25000,5000,30,20862,4138,0.1655,833.33,695.40,240.2,30496.7,30998.2,3790.4,809.5,26.5,56.3,1.19,1.34,1.42,22.87
2025-09-14 14:27:02,18,25000,5000,30,13455,11545,0.4618,833.33,448.50,24461.9,30822.9,31020.5,4443.9,945.7,34.3,65.0,4.57,2.08,1.65,22.87
2025-09-14 14:28:03,19,25000,5000,30,15059,9941,0.3976,833.33,501.97,16888.7,30701.8,31005.8,4443.9,945.7,13.2,65.0,4.57,2.08,1.65,22.87
2025-09-14 14:29:01,20,25000,5000,30,21843,3157,0.1263,833.33,728.10,412.2,30289.1,30926.7,5038.4,1068.6,13.2,68.5,2.04,1.96,1.66,22.87
2025-09-14 14:30:09,21,25000,5000,30,22979,2021,0.0808,833.33,765.97,187.0,557.4,30523.2,5038.4,982.5,27.6,67.0,2.42,2.12,1.75,22.87
