timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-14 13:35:32,1,20000,5000,30,19587,413,0.0207,666.67,652.90,116.4,490.2,30680.8,2450.9,484.8,0.8,55.7,0.04,0.42,0.64,22.87
2025-09-14 13:36:36,2,20000,5000,30,5654,14346,0.7173,666.67,188.47,30365.3,30896.6,31033.0,2855.1,531.2,21.7,60.7,1.35,1.24,0.95,22.87
2025-09-14 13:37:40,3,20000,5000,30,5302,14698,0.7349,666.67,176.73,30314.0,30900.0,31034.6,2855.1,531.2,21.7,60.7,1.35,1.24,0.95,22.87
2025-09-14 13:38:43,4,20000,5000,30,6108,13892,0.6946,666.67,203.60,30340.6,30893.9,31029.1,1990.6,353.3,4.0,64.3,0.94,1.13,0.95,22.87
2025-09-14 13:39:46,5,20000,5000,30,18851,1149,0.0575,666.67,628.37,108.4,401.8,30831.6,1990.6,353.3,4.0,64.3,0.94,1.13,0.95,22.87
2025-09-14 13:40:51,6,20000,5000,30,5974,14026,0.7013,666.67,199.13,30336.8,30879.6,31036.4,2432.6,451.5,16.8,61.5,4.30,1.97,1.25,22.87
2025-09-14 13:41:55,7,20000,5000,30,6272,13728,0.6864,666.67,209.07,30265.5,30899.2,31028.8,2432.6,451.5,16.8,61.5,4.30,1.97,1.25,22.87
2025-09-14 13:42:59,8,20000,5000,30,19144,856,0.0428,666.67,638.13,118.8,401.5,30749.4,2311.3,472.7,5.6,61.7,1.39,1.59,1.19,22.87
2025-09-14 13:44:05,9,20000,5000,30,13161,6839,0.3419,666.67,438.70,5902.4,30841.8,30986.8,2311.3,472.7,14.6,61.7,1.39,1.73,1.30,22.87
2025-09-14 13:45:08,10,20000,5000,30,10384,9616,0.4808,666.67,346.13,26922.1,30904.2,31027.6,2202.4,487.7,14.6,56.8,1.49,1.73,1.30,22.87
2025-09-14 13:46:14,11,20000,5000,30,10385,9615,0.4808,666.67,346.17,4225.7,30531.6,30992.1,2498.5,545.6,11.6,69.4,0.58,1.42,1.25,22.87
2025-09-14 13:47:00,12,20000,5000,30,18221,1779,0.0890,666.67,607.37,126.4,642.4,30795.8,2512.0,540.0,11.6,69.4,0.58,1.42,1.25,22.87
2025-09-14 13:47:40,13,20000,5000,30,19696,304,0.0152,666.67,656.53,141.5,501.4,11464.9,2498.5,545.6,11.6,69.4,0.58,1.42,1.25,22.87
2025-09-14 13:48:48,14,20000,5000,30,19255,745,0.0372,666.67,641.83,110.6,384.7,30929.4,2467.7,527.7,19.7,63.1,0.77,1.21,1.19,22.87
2025-09-14 13:49:51,15,20000,5000,30,12624,7376,0.3688,666.67,420.80,6552.7,30784.4,31008.5,2467.7,527.7,19.7,63.1,0.77,1.21,1.19,22.87
2025-09-14 13:50:53,16,20000,5000,30,12492,7508,0.3754,666.67,416.40,17071.8,30728.1,31004.5,3962.9,840.8,20.9,55.1,1.99,1.85,1.44,22.87
2025-09-14 13:51:57,17,20000,5000,30,13606,6394,0.3197,666.67,453.53,3951.8,30798.0,30985.7,3962.9,840.8,20.9,55.1,1.99,1.85,1.44,22.87
2025-09-14 13:53:00,18,20000,5000,30,13222,6778,0.3389,666.67,440.73,11580.9,30714.4,31006.1,3430.5,726.9,15.5,71.5,1.40,1.64,1.41,22.87
2025-09-14 13:53:42,19,20000,5000,30,19539,461,0.0231,666.67,651.30,115.8,380.0,21491.9,3430.5,726.9,15.5,71.5,1.40,1.64,1.41,22.87
2025-09-14 13:54:47,20,20000,5000,30,13303,6697,0.3348,666.67,443.43,4275.5,30705.0,30993.1,3651.8,783.2,16.4,61.4,1.81,1.63,1.43,22.87
2025-09-14 13:55:51,21,20000,5000,30,12811,7189,0.3594,666.67,427.03,11008.3,30734.6,31002.6,3651.8,783.2,16.4,61.4,1.81,1.63,1.43,22.87
2025-09-14 13:56:32,22,20000,5000,30,19930,70,0.0035,666.67,664.33,134.8,383.4,912.7,2944.1,631.0,17.4,55.4,0.53,1.18,1.28,22.87
2025-09-14 13:57:34,23,20000,5000,30,15111,4889,0.2445,666.67,503.70,99.7,30823.1,30972.3,2944.1,631.0,17.4,55.4,0.53,1.18,1.28,22.87
2025-09-14 13:58:34,24,20000,5000,30,11769,8231,0.4116,666.67,392.30,11614.9,30758.2,30987.8,3128.0,672.2,19.4,55.8,1.09,1.26,1.30,22.87
2025-09-14 13:59:14,25,20000,5000,30,18868,1132,0.0566,666.67,628.93,118.5,362.5,16293.3,3128.0,672.2,19.4,55.8,1.09,1.26,1.30,22.87
2025-09-14 13:59:56,26,20000,5000,30,19924,76,0.0038,666.67,664.13,134.8,383.7,774.8,3128.0,672.2,19.4,55.8,1.09,1.26,1.30,22.87
2025-09-14 14:00:36,27,20000,5000,30,19587,413,0.0207,666.67,652.90,154.0,411.7,30574.9,3473.2,746.1,16.7,54.3,1.01,1.11,1.23,22.87
2025-09-14 14:01:39,28,20000,5000,30,14924,5076,0.2538,666.67,497.47,1259.9,30703.9,30992.4,3473.2,746.1,16.7,54.3,1.01,1.11,1.23,22.87
2025-09-14 14:02:32,29,20000,5000,30,13667,6333,0.3166,666.67,455.57,3876.7,30575.5,30982.2,4188.8,896.6,31.4,56.4,3.17,1.94,1.53,22.87
2025-09-14 14:03:13,30,20000,5000,30,17574,2426,0.1213,666.67,585.80,132.5,11433.9,11528.3,4188.8,896.6,31.4,56.4,3.17,1.94,1.53,22.87
