timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-11 15:21:52,1,1000,1000,30,1000,0,0.0000,33.33,33.33,61.1,66.8,133.0,1553.4,289.1,2.5,16.9,0.07,0.92,1.62,22.56
2025-09-11 15:22:30,2,2000,2000,30,2000,0,0.0000,66.67,66.67,60.5,68.2,136.4,444.5,17.1,1.7,16.5,0.01,0.61,1.42,22.56
2025-09-11 15:23:09,3,3000,3000,30,3000,0,0.0000,100.00,100.00,60.6,66.2,170.5,444.5,17.1,1.7,16.5,0.01,0.61,1.42,22.56
2025-09-11 15:23:47,4,4000,4000,30,4000,0,0.0000,133.33,133.33,60.5,65.0,160.0,444.5,17.1,1.7,16.5,0.01,0.61,1.42,22.56
2025-09-11 15:24:26,5,5000,5000,30,5000,0,0.0000,166.67,166.67,60.5,73.2,164.6,673.6,66.7,5.6,16.6,0.06,0.43,1.25,22.56
2025-09-11 15:25:05,6,6000,5000,30,6000,0,0.0000,200.00,200.00,60.9,73.9,188.0,673.6,66.7,5.6,16.6,0.06,0.43,1.25,22.56
2025-09-11 15:25:45,7,7000,5000,30,7000,0,0.0000,233.33,233.33,62.4,77.9,227.7,673.6,66.7,5.6,16.6,0.06,0.43,1.25,22.56
2025-09-11 15:26:24,8,8000,5000,30,8000,0,0.0000,266.67,266.67,63.6,111.9,255.0,993.1,178.0,12.4,17.1,1.07,0.59,1.20,22.56
2025-09-11 15:27:02,9,9000,5000,30,8856,144,0.0160,300.00,295.20,62.9,94.1,30488.5,993.1,178.0,12.4,17.1,1.07,0.59,1.20,22.56
2025-09-11 15:28:04,10,10000,5000,30,9032,968,0.0968,333.33,301.07,64.2,12911.3,30882.6,993.1,178.0,13.7,17.1,1.07,0.78,1.19,22.56
2025-09-11 15:28:50,11,11000,5000,30,8356,2644,0.2404,366.67,278.53,64.8,30595.8,30603.5,1573.2,299.8,13.7,16.9,1.26,0.78,1.19,22.56
2025-09-11 15:29:29,12,12000,5000,30,11650,350,0.0292,400.00,388.33,65.4,142.0,30323.5,1573.2,299.8,13.7,16.9,1.26,0.78,1.19,22.56
2025-09-11 15:30:09,13,13000,5000,30,12310,690,0.0531,433.33,410.33,67.5,181.1,16889.0,1573.2,391.0,10.1,16.5,0.51,0.69,1.11,22.56
2025-09-11 15:31:01,14,14000,5000,30,13208,792,0.0566,466.67,440.27,72.5,209.5,29458.7,1800.8,391.0,10.1,16.5,0.51,0.69,1.11,22.56
2025-09-11 15:31:41,15,15000,5000,30,14587,413,0.0275,500.00,486.23,77.9,190.3,30148.7,1800.8,391.0,10.1,16.5,0.51,0.69,1.11,22.56
2025-09-11 15:32:22,16,16000,5000,30,15879,121,0.0076,533.33,529.30,84.0,219.0,24766.6,2619.1,564.5,16.3,16.5,1.69,0.88,1.11,22.56
2025-09-11 15:33:25,17,17000,5000,30,7205,9795,0.5762,566.67,240.17,30119.5,30869.8,31019.3,2619.1,564.5,16.3,16.5,1.69,0.88,1.11,22.56
