timestamp,level,devices,concurrency,duration,ok,fail,fail_ratio,rps_avg,rps_ok_avg,p50_ms,p90_ms,p99_ms,bandwidth_pub_out_kbps,bandwidth_pub_in_kbps,cpu_percent,memory_usage,load_1m,load_5m,load_15m,disk_usage_percent
2025-09-16 21:48:01,1,5000,1000,30,4984,16,0.0032,166.67,166.13,61.4,76.9,19157.9,4469.6,838.8,1.7,19.3,0.42,1.06,1.14,23.34
2025-09-16 21:48:45,2,7500,2000,30,7500,0,0.0000,250.00,250.00,62.8,103.3,275.6,2655.7,449.2,1.7,19.4,0.05,0.70,0.99,23.34
2025-09-16 21:49:29,3,10000,3000,30,10000,0,0.0000,333.33,333.33,65.1,120.5,281.1,2655.7,449.2,1.7,19.4,0.05,0.70,0.99,23.34
2025-09-16 21:50:18,4,12500,4000,30,12391,109,0.0087,416.67,413.03,67.0,155.2,297.7,1715.1,233.7,8.5,16.9,0.31,0.57,0.91,23.34
2025-09-16 21:51:32,5,15000,5000,30,11840,3160,0.2107,500.00,394.67,74.3,30538.8,31011.6,1715.1,341.4,8.5,16.9,0.31,0.57,0.91,23.34
2025-09-16 21:52:38,6,17500,5000,30,16228,1272,0.0727,583.33,540.93,90.7,329.9,30510.0,1456.3,260.4,15.3,16.7,0.30,0.50,0.84,23.34
2025-09-16 21:53:25,7,20000,5000,30,15232,4768,0.2384,666.67,507.73,2913.6,28296.7,28547.4,1456.3,260.4,15.3,16.7,0.30,0.50,0.84,23.34
2025-09-16 21:54:14,8,22500,5000,30,17849,4651,0.2067,750.00,594.97,7151.9,30628.6,30976.5,2417.5,465.3,7.7,16.1,0.59,0.59,0.83,23.34
2025-09-16 21:55:27,9,25000,5000,30,23451,1549,0.0620,833.33,781.70,180.9,1088.4,30609.9,2417.5,465.3,7.7,16.1,0.59,0.59,0.83,23.34
2025-09-16 21:56:39,10,27500,5000,30,22884,4616,0.1679,916.67,762.80,198.2,30258.2,30898.1,3397.6,720.4,19.8,17.5,1.42,0.86,0.89,23.34
2025-09-16 21:57:42,11,30000,5000,30,25555,4445,0.1482,1000.00,851.83,329.4,30321.1,30879.0,3397.6,720.4,19.8,17.5,1.42,0.86,0.89,23.34
2025-09-16 21:58:31,12,32500,5000,30,28168,4332,0.1333,1083.33,938.93,469.0,30378.8,30944.9,3743.5,798.2,10.4,17.1,2.84,1.31,1.03,23.34
2025-09-16 21:59:33,13,35000,5000,30,30612,4388,0.1254,1166.67,1020.40,443.1,30203.6,30909.5,3743.5,798.2,10.4,17.1,2.84,1.31,1.03,23.34
2025-09-16 22:00:48,14,37500,5000,30,29480,8020,0.2139,1250.00,982.67,5067.5,30556.1,31009.3,4321.8,921.7,19.9,17.5,2.28,1.86,1.28,23.34
2025-09-16 22:01:50,15,40000,5000,30,35919,4081,0.1020,1333.33,1197.30,522.6,30283.7,30992.4,4321.8,921.7,19.9,17.5,2.28,1.86,1.28,23.34
2025-09-16 22:03:02,16,42500,5000,30,36064,6436,0.1514,1416.67,1202.13,4918.1,30462.2,30940.4,5145.0,1090.8,15.1,18.2,0.89,1.57,1.26,23.34
2025-09-16 22:04:10,17,45000,5000,30,38176,6824,0.1516,1500.00,1272.53,8398.6,30334.8,30975.1,5145.0,1274.5,21.7,19.1,0.54,1.39,1.24,23.34
2025-09-16 22:05:23,18,47500,5000,30,39197,8303,0.1748,1583.33,1306.57,9390.5,30537.6,31008.2,6003.0,1274.5,21.7,19.1,0.54,1.39,1.24,23.34
2025-09-16 22:06:31,19,50000,5000,30,41448,8552,0.1710,1666.67,1381.60,12272.0,30640.8,31063.4,7154.1,1487.4,22.2,19.1,0.88,1.35,1.25,23.34
